video_id,labels
GSTCLLHH,['47']
GSUGPLWC,['68']
GSXCFUXS,"['102', '68']"
GTBRHVTT,"['40', '68']"
GTBXKUPH,"['13', '133', '15', '105']"
GTBYJAMC,"['133', '74']"
GTEXHRME,['68']
GTHORAMC,"['133', '116', '8', '58', '2', '87', '102', '74']"
GTHPUIQR,"['102', '97', '133', '8', '39']"
GTMPFVEI,"['40', '22', '133', '68']"
GTOAKYMI,['67']
GTSERPTK,"['68', '15', '2']"
GTTRPZIE,['40']
GUASUTFT,"['38', '102']"
GUDTFCJH,"['78', '52']"
GUDZBNPL,"['40', '15', '102']"
GUHUZXYT,['104']
GUIMRPTK,"['68', '15', '102', '2']"
GUKYTXDO,"['67', '102']"
GUMAMAMC,"['133', '102']"
GUOWFLHH,['102']
GUQFNZYO,"['90', '45']"
GUUWIPTK,['68']
GVDSXIQR,"['102', '97', '133', '1', '62', '8', '39', '120']"
GVECZQFB,['68']
GVENKVMW,"['78', '68']"
GVERAXRE,"['68', '2', '103']"
GVJIDPIF,"['28', '123']"
GVLTQKEW,"['46', '68']"
GVNEIPTK,"['68', '15', '2']"
GVPEWUFF,"['26', '47']"
GVTUAAMC,['16']
GVVCNKEW,['100']
GVVSRIFB,['68']
GWFASNQN,['15']
GWFOOKEW,['68']
GWLSTZJZ,['102']
GWNTFVEI,"['40', '102', '133']"
GWTIVPKK,"['38', '133', '90', '46', '68', '67', '84', '102']"
GWWWLZIE,"['69', '48', '52', '40', '102']"
GXAJRDCD,['11']
GXIIFAMC,"['133', '102', '3', '139']"
GXKWEOTL,"['47', '48']"
GXLNCOTL,['15']
GXNOOBQT,"['13', '78', '102']"
GXPCUADM,"['78', '27']"
GXPSRVYK,['25']
GXVDMVEI,['90']
GXZYXCNX,"['13', '40', '100']"
GYFDGFGA,"['69', '133', '52']"
GYFWKUXS,['68']
GYGTJIQR,"['102', '97', '8', '39', '120']"
GYIMBMYV,"['62', '68']"
GYQLYPKK,"['38', '68', '90']"
GZATQPTK,"['15', '68']"
GZBNFPTK,"['15', '102', '68']"
GZCRCPTK,"['68', '15', '22', '2']"
GZDAWFKM,['68']
GZPUUVEI,"['40', '90']"
GZTAMICI,"['8', '1', '96']"
GZVIZIYC,"['133', '102']"
GZZMYPTK,"['15', '90', '68', '2', '102']"
GZZVYKEW,['123']
HADUDNPL,"['15', '49']"
HAGRBLWC,['40']
HAIESHGA,"['102', '97']"
HAJASNQN,"['15', '102']"
HALGEFKM,['102']
HANCMEBY,['68']
HANUKFNJ,"['133', '68']"
HAVNVNPL,['102']
HAWLYXDO,['102']
HBAXUVEI,"['90', '32', '135', '104']"
HBEYSIFB,"['78', '68']"
HBFASZQJ,"['102', '52']"
HBFEMPLS,['68']
HBORLSBA,['102']
HBRBKSBA,"['38', '102', '135']"
HBTPQLHH,['1']
HBXAULHH,"['78', '65']"
HBXTPVEI,"['52', '102', '48', '2']"
HBYNKPTK,['15']
HCLTYHDU,"['13', '102']"
HCLVYLHH,"['78', '68']"
HCONLZQJ,['68']
HCOZSTFT,"['26', '47', '38', '96', '27']"
HCPSZDFS,['68']
HCQRHUDI,"['68', '15', '2']"
HCRWSHCQ,"['78', '48']"
HCSBHBXG,"['133', '15']"
HCSUMUXS,['68']
HCVFHXDO,"['133', '78']"
HDGASIYC,['102']
HDJVDIFB,['68']
HDMJYRGE,['28']
HDMKILHH,['2']
HDOHZVEI,['68']
HDRJLXDO,['76']
HEEMUHGW,['40']
HEGJWIFB,"['40', '2']"
HEHWGVEI,"['52', '32', '133', '90', '100', '68', '102']"
HEKGLNQN,['15']
HEMCFOVD,['52']
HERLMFYY,['68']
HERMXVEI,"['48', '133', '103', '40', '102']"
HEWTDPTK,"['22', '15', '2']"
HEXXTUXS,"['102', '68']"
HFBHJWBO,"['52', '67', '40', '27', '102']"
HFEWGOTL,"['67', '133', '108', '102']"
HFFDYAEM,['40']
HFGASFGA,['133']
HFWARMYV,['102']
HGADLVEI,['102']
HGHBGCNX,['45']
HGHQRKRF,['78']
HGTCSZIE,"['69', '90', '102', '68']"
HGZQXIQR,"['39', '102']"
HHFOINQN,['15']
HHHAPIFB,"['75', '68']"
HHLAUVEI,"['102', '104']"
HHQJBOTL,['102']
HHSKVPTK,"['15', '102', '68']"
HHUMCSOM,['52']
HHUUEKBT,"['102', '2']"
HHYXCMRN,"['48', '133', '2', '104', '102']"
HIDSSDFS,['78']
HIGXKHCU,['102']
HIHVIFNJ,['123']
HIKKUPIK,['123']
HILDLDAL,"['1', '103']"
HIQSOPTK,"['15', '102', '68', '104']"
HIRGEIFB,['68']
HITNHWTR,['102']
HITSZRJS,['52']
HITWSVEI,['102']
HIUAGVEI,['103']
HIZRGXEC,"['19', '81']"
HIZWSXHP,"['40', '102', '133']"
HJBCBHDU,"['69', '67']"
HJCDZPLS,"['69', '68', '40', '2']"
HJEECKEW,['102']
HJEYITFT,"['26', '38', '102', '27']"
HJHYJBXG,"['32', '104']"
HJIQTDSN,"['51', '1']"
HJPOXPKT,"['67', '97']"
HJVGHKEW,"['13', '67']"
HJVPJLHH,['133']
HKELPNCR,['123']
HKEYQOYV,['44']
HKFSRLWC,['68']
HKIDGJVY,"['69', '40', '52']"
HKIJDADM,"['102', '68']"
HKJOXUDI,"['68', '15', '2']"
HKMGYZJZ,['102']
HKMXDWBO,"['52', '133', '67', '40', '2', '27', '13', '102']"
HKSAXVEI,"['90', '102', '104']"
HKZSPMWW,['15']
HLAIPBXG,['90']
HLFONLHH,"['47', '46']"
HLFXYIOQ,['52']
HLGAVLBD,['68']
HLQLJVEI,['8']
HLQVAHVR,"['102', '68']"
HLSXOTFT,"['38', '102', '27']"
HLTTMMRN,"['133', '90', '103', '49', '40', '102']"
HLTTPEZZ,['2']
HLULHEZZ,"['68', '133', '2']"
HLYIARME,['2']
HLYUWSBA,['102']
HMAFBBXG,"['32', '104']"
HMAZOPTK,"['15', '22', '68', '2', '102']"
HMDOUKDQ,['52']
HMFTYCEI,['58']
HMIOIGQD,['21']
HMSLLXMC,"['80', '102']"
HMUCQHVR,"['7', '8', '120']"
HMUXYRDX,"['38', '68']"
HMYKZPLS,"['40', '90', '52']"
HNAOXVEI,['40']
HNBVGZIE,['40']
HNBXJLHH,['68']
HNCAVPTK,"['15', '102', '2']"
HNLTICIW,['67']
HNOQRDSN,['67']
HNPKGVOG,"['102', '68']"
HNTSKBXG,"['32', '104']"
HNWSGLHH,"['78', '68']"
HNYXKZJZ,['15']
HNZYINOT,['123']
HOCDSGCS,"['3', '97', '68', '118', '104', '102']"
HOENHLHH,"['78', '68', '65']"
HOHDOUDI,['15']
HOHFGVEI,['48']
HOLDAPTK,"['15', '102', '68', '104']"
HOOACTKX,"['40', '48']"
HOOCNKEW,"['28', '30']"
HOOLOLHH,['2']
HOQHXPIK,['123']
HOSSTTFT,"['26', '38', '27']"
HOUODEUV,['68']
HOXCJVEI,"['15', '133', '90', '68', '40', '102']"
HOZLBVEI,"['90', '32', '104']"
HPBSGNPL,"['13', '52', '68']"
HPIZDFYY,['16']
HPMWQVEI,"['90', '100', '68', '40', '2', '104', '33']"
HPPJAFGA,['133']
HPUGOKEW,['78']
HPWXEOXJ,['133']
HQBADFGA,"['48', '52']"
HQCBPHCU,"['15', '102']"
HQCFRLWC,['68']
HQDMVVEI,"['45', '40', '133']"
HQGGLPTK,"['68', '15', '2']"
HQIISNPL,"['13', '133']"
HQKAHICI,"['8', '96']"
HQMNODHC,"['78', '68']"
HQPHENMW,['78']
HQPWKNPO,['133']
HQUOAIFB,['68']
HQWLEDSN,"['133', '102']"
HQZNVVEI,"['40', '102', '133']"
HRFJMFFP,['123']
HRGVEJVR,"['90', '102']"
HRJQQZQJ,['139']
HRLJXDAL,"['69', '32', '133', '102', '123']"
HRMTOHCQ,"['75', '68']"
HRPSVLHH,['78']
HRVBDVYK,['25']
HRWEBPTK,"['15', '22', '68', '2', '102']"
HSBXMAMC,"['133', '100', '102']"
HSHZELHH,['78']
HSIEYAMC,"['133', '102']"
HSKYLZIE,['133']
HSLCIPKK,"['38', '46', '68', '67', '84', '102']"
HSQMPTKX,"['102', '48']"
HSUIMEUV,"['68', '2']"
HSVHEMYV,['102']
HSYSFUBE,['78']
HSYULGJU,['78']
HSZUNVEI,"['133', '102', '104']"
HTADTVEI,['90']
HTDIWVCV,"['78', '68']"
HTDWTDFS,['78']
HTJHPMRN,"['133', '2', '104']"
HTNXYIFB,['68']
HTTQPRME,['68']
HTUDDPTK,"['15', '90', '68', '2', '102']"
HTUVIPTK,"['15', '68']"
HUBMDKRF,['112']
HUCBBHCQ,"['78', '48']"
HUDAOLHH,"['7', '40']"
HUECLVEI,"['102', '103', '104']"
HUIXYPTK,"['15', '68']"
HUMNBKRF,['78']
HUQMOPTK,"['68', '15', '2']"
HUTBVVCR,['133']
HUVMDUIV,"['123', '32']"
HUYEVAMC,"['106', '99', '102', '133']"
HVENQPTK,['15']
HVUNERDX,"['38', '102']"
HVXDWHDU,"['13', '67', '102']"
HVYDFLWC,['133']
HWQDBPTK,"['15', '2']"
HWRGEFGA,['100']
HWRZBLHH,"['7', '40']"
HXALKPTK,"['68', '15', '2']"
HXCOKHBS,"['15', '102']"
HXDPQDCD,"['11', '76']"
HXFZWNPL,"['15', '128']"
HXHLSNQN,"['15', '102']"
HXIQZKRV,"['69', '2']"
HXKUMPTK,"['15', '52', '68', '2', '104']"
HXNGYNCR,"['15', '123']"
HXPIEAMC,['102']
HXQQKFGA,['100']
HXSGLXDO,"['51', '8', '100']"
HXWPUPTK,"['15', '102', '68']"
HXZMCBQT,"['40', '104']"
HYHSYDSN,['68']
HYJOFZQJ,['40']
HYKQUVEI,"['40', '102']"
HYLBUOTL,"['108', '133', '100', '67', '102']"
HYLVWGCS,"['1', '3', '96', '97']"
HYOGJIFB,['68']
HZEBSPTK,['68']
HZEXCBGG,"['90', '15', '103']"
HZFTHTFT,"['26', '38', '133', '90', '27', '102']"
HZFWEPTK,"['15', '68']"
HZICZUBE,['47']
HZJYQFYY,['45']
HZKXONBD,['133']
HZMUVBSK,['68']
HZUNBUDI,['2']
HZWJVEZZ,['133']
IADIXIFB,['68']
IAEPQADM,['68']
IAGDBPAB,"['45', '66', '8', '5']"
IAIBKKRV,"['15', '102']"
IAIYKZIE,"['69', '48', '52', '40', '102']"
IAJAKVMW,['78']
IAORDPTK,"['68', '15', '102', '2']"
IAUDMIFB,"['75', '68']"
IBBPDGDO,['78']
IBBXSOYV,['78']
IBEEHPTK,['102']
IBFBLFKM,"['133', '117']"
IBJRGSBA,"['102', '2']"
IBNQDKEW,"['69', '13']"
IBOKISBA,['40']
IBPTKFKM,['2']
IBPVEBLQ,"['47', '97']"
IBSWWRTZ,['78']
IBUWUIFB,['2']
ICAPGBXG,"['32', '104']"
ICCLSVEI,['133']
ICEPQLHH,['68']
ICGUERGE,['123']
ICLABTFT,"['47', '38', '96', '27']"
ICLRDVDY,"['15', '102']"
ICNXZVDY,"['15', '102']"
ICQNKNMW,"['40', '102']"
ICSZDWBO,"['52', '68']"
ICTUYZJZ,['15']
ICURJDFS,['102']
ICWMSVJP,['78']
ICXWODSN,"['8', '120']"
ICYTRBXG,"['32', '104']"
IDCHAFGA,['100']
IDFPPWBO,"['52', '133', '67', '40', '2', '27', '13', '102']"
IDKBNNPL,"['116', '102', '68']"
IDLLPNBD,['133']
IDMGGBBY,"['47', '78']"
IDOLYPLS,"['133', '52']"
IDYDLVDY,"['15', '102']"
IEATCDSN,['133']
IEEQKVEI,"['68', '102', '2', '103']"
IEHDKHVR,"['69', '68', '78', '58', '2']"
IEKDXFGA,"['78', '81']"
IENCKRYK,['78']
IEPOFKRF,['68']
IEVCQLBD,"['40', '133', '2']"
IEYXPBGG,"['90', '103']"
IFADUPTK,"['15', '102', '68']"
IFAMIMYV,['68']
IFHACVDY,['15']
IFJPZWBO,"['40', '48']"
IFKHWLHH,['133']
IFNEIPTK,['15']
IFOZISBA,"['133', '102', '48', '135']"
IFRSKLHH,"['7', '40']"
IFRVSPTK,"['68', '15', '22', '2']"
IFUBGCNX,['133']
IFWHFNHV,['15']
IGBITXGD,['55']
IGCGXLHH,['128']
IGEGQSEK,"['133', '38', '104']"
IGEOEBGG,"['90', '15', '103']"
IGHHIVYK,['25']
IGIECPLS,"['68', '2']"
IGJKQNPO,"['133', '128']"
IGJRSVYK,['102']
IGKIBXDO,"['133', '91']"
IGMPNLBD,"['40', '133']"
IGMYYTKX,['102']
IGSCIKEW,['68']
IGSJKDPO,['68']
IGZRLVEI,['104']
IHGOZPLS,"['52', '133', '90', '68', '40']"
IHIPTKDQ,['52']
IHPHKIYC,"['69', '133', '102']"
IHPZEMRN,"['90', '100', '103', '40', '2', '102']"
IHSIPLHH,['2']
IHYZRLQI,"['16', '68']"
IIAZJFGA,['133']
IIBOLHGW,"['69', '40']"
IIDBUMWW,['68']
IIDQLEUL,['112']
IIHMHUPH,['123']
IIPXOZIE,['40']
IIQLXVEI,['32']
IIUDMTFT,"['26', '47', '38', '96', '27']"
IIZDKDFS,"['78', '68']"
IJDSRPAB,"['8', '120', '5']"
IJHDBBCH,['78']
IJOVYNPL,"['102', '128']"
IJPIHPTK,"['68', '15', '102', '2']"
IKAMHFGA,['100']
IKHISXMC,"['80', '102']"
IKMAUVEI,"['40', '90']"
IKMVGPTK,"['68', '15', '102', '2']"
IKOOUMWW,['68']
IKOTPUXS,"['68', '102', '2']"
IKPCQPTK,"['68', '15', '102', '2']"
IKUTLLHH,['67']
IKYKEBGG,"['90', '15']"
ILBGLNPL,['102']
ILFGFSEK,"['133', '38']"
ILGEWPTK,"['68', '15', '22', '2']"
ILGOAVEI,"['90', '104']"
ILHIUVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
ILMJTZGK,['78']
ILOCCLWC,['133']
ILQYQCJH,"['78', '102', '45', '68']"
ILTOWOIP,['67']
ILYERPTK,"['15', '22', '68', '2', '102']"
IMDTUSBA,['133']
IMMDGLHH,"['123', '68']"
IMOBDNPL,"['67', '15']"
IMOPFVCR,['133']
IMSRMFGA,"['133', '100']"
IMTVFMRN,"['133', '90', '102', '49']"
IMXMKOIP,['52']
INCJXPTK,"['90', '15', '68', '104']"
INGFMHAQ,"['133', '102']"
INPCSPTK,"['15', '102', '68']"
INPYFUDI,"['15', '68']"
INQJDTFT,"['26', '47', '38', '133', '90', '27', '102']"
INRQWPTK,"['15', '22', '68', '2', '102']"
INSTNRHW,['40']
INSTTXPO,['133']
INVILBXG,"['32', '104']"
INVMJZQJ,"['8', '102', '96', '52']"
INVVMJVY,"['40', '102']"
IODIQPTK,"['15', '2']"
IOFDCOTL,['102']
IOIGWAYR,['104']
IONRTIFB,['68']
IOSTSIFB,['133']
IOUNGAMC,['133']
IOVZTTKX,['40']
IOXSOBQT,"['8', '78']"
IPADEHGW,"['40', '114', '102']"
IPBNVUDI,"['68', '15', '2']"
IPEBAVEI,"['49', '32']"
IPEPKPKK,"['133', '38', '67', '68']"
IPGCJIQR,"['102', '97', '133', '1', '8', '39', '120']"
IPGEQUPH,"['133', '15', '105', '52']"
IPHGDVEI,"['15', '102', '68', '104']"
IPLSANPL,['102']
IPLSNVOG,['102']
IPQOZPTK,"['90', '15', '2']"
IPTFQVEI,"['102', '48']"
IPUFSZQJ,['68']
IPXPHSBA,"['10', '102']"
IPYMLZLK,"['40', '2']"
IPZDDIFB,['133']
IQAHYPIK,['78']
IQJSRFFP,['123']
IQKVPHAQ,['52']
IQNNZQFB,"['78', '68', '65']"
IQXPCBGG,['2']
IRALGHVR,"['44', '78', '68']"
IRGHNFGA,['15']
IRIXNWBO,"['40', '102', '52', '27']"
IRJMRPLS,['133']
IRNTQBCH,['45']
IRPVBKRV,['15']
IRRIXGJU,"['40', '78']"
IRRTQANS,"['66', '78']"
IRTAKMRN,['68']
IRVVOZQJ,"['102', '128']"
IRXRRYTZ,"['123', '102', '68']"
IRYAIVCV,"['75', '123', '68']"
IRZBIIYC,"['102', '52']"
IRZRGZQJ,"['133', '68']"
ISAHNXPO,['78']
ISBRSPTK,['90']
ISBVMNPL,['2']
ISJMQZQJ,['80']
ISOWPKWA,"['100', '78']"
ISPOBPTK,"['68', '15', '2']"
ISTQYPTK,"['15', '102', '68']"
ISUWGFGA,['123']
ISWXCPTK,"['15', '68']"
ISXMRTKX,['128']
ISZQLXFE,"['40', '52']"
ITBACMRN,['40']
ITBJGEUL,['102']
ITCJABXG,"['67', '90', '48', '68']"
ITCNQBXG,"['32', '104']"
ITJWKPTK,"['68', '2']"
ITRDPBXG,['104']
ITVYJDFS,['68']
ITWNZWBO,"['69', '40']"
IUBTOUDI,"['68', '15', '2']"
IUHMQRTZ,['68']
IUIICMYV,['68']
IUIOBCIW,['102']
IULIFPLS,"['90', '102', '68', '104']"
IULQOLWC,['68']
IUQHUDHC,"['78', '68']"
IURTAVEI,['40']
IUTIYVEI,"['40', '133']"
IUUOCKWA,['16']
IUXOXPIK,['102']
IVFSPHIS,['40']
IVJESVEI,"['40', '38', '133']"
IVLUEPIK,['123']
IVNQKMRN,['90']
IVNWICNX,['133']
IVOIMKDQ,['68']
IVVYWVEI,['38']
IVYETZIE,['40']
IVYGEOTL,"['67', '133', '108', '102']"
IVYTOLHH,['67']
IWAEMPTK,"['68', '15', '2']"
IWEOLMRN,['40']
IWEPSPTK,"['22', '15']"
IWNNNNPL,"['121', '123']"
IWNXLPTK,"['15', '52', '68', '2', '104']"
IWORWTFT,"['47', '38', '96', '27']"
IWQWLKWA,['133']
IWTIWLHH,['123']
IWVCXVEI,"['133', '90', '49', '103', '40', '2', '104']"
IWVIAAMC,"['133', '102']"
IWXQENQN,['15']
IWXSMVEI,['33']
IWXXZLHH,['123']
IWZYDUOY,['123']
IXHKTAMC,['133']
IXNWHPLS,"['40', '90', '52']"
IXPCHSBA,['69']
IXSFCBXG,"['32', '104']"
IXSPNUDI,['2']
IXVQFLKY,"['35', '100']"
IYBFMDSN,['133']
IYDNJUXS,['78']
IYFLNPTK,"['15', '2']"
IYFUYKZB,['21']
IYRVNTKX,"['40', '48']"
IYUDATFT,"['47', '38', '27']"
IYWKELHH,"['92', '68']"
IYWQQVEI,"['40', '102']"
IZEBBVTT,"['12', '78']"
IZJCMMRN,"['40', '133', '68']"
IZJIKFFP,['37']
IZRIVNPL,['123']
IZRVBXYT,"['116', '99']"
IZSAMLHH,['67']
IZSIEPTK,"['15', '2']"
IZXIMVEI,"['48', '2']"
JADRGTEK,['3']
JAEOIUXS,"['68', '2']"
JAHOWKDQ,"['69', '102', '52']"
JALBDVEI,"['40', '90', '2']"
JALPZKEW,['46']
JALSLBGG,['15']
JAMZRAMC,['133']
JAOYHXRE,"['68', '2']"
JAYHZHIS,"['40', '78']"
JBDLPPLS,"['68', '100', '133', '2']"
JBEYEPTK,['15']
JBGACPLS,"['68', '102', '133', '2']"
JBGZWBXG,['40']
JBHJBPKK,"['38', '133', '46', '68', '67', '84', '104', '102']"
JBJDFDSN,"['67', '100']"
JBLETXMC,"['80', '102']"
JBMVKVEI,"['133', '102', '48']"
JBNEMVEI,"['102', '49']"
JBODVDSN,"['133', '100']"
JBSSMLBD,"['68', '102', '133', '2']"
JBUXCMRN,"['48', '32', '133', '90', '40', '2']"
JBVMVFYY,['133']
JBWTJLWC,['68']
JBZMNDFS,['68']
JBZQQWBO,"['40', '48']"
JCFQQCIW,"['66', '8']"
JCISVZON,['2']
JCMGXBXG,"['32', '104']"
JCNMBJVR,['133']
JCQGFLHH,['68']
JCRZOHGW,"['40', '102']"
JCTTOPTK,"['15', '102', '68']"
JCUNLTFT,"['26', '47', '38', '27', '102']"
JCVDVLWC,['40']
JDCYLPTK,"['68', '15', '102', '2']"
JDDNEVEI,"['40', '33', '68', '104']"
JDFUBXYT,['74']
JDHZIZLK,['102']
JDIRSRME,"['94', '68']"
JDNYBDSN,['133']
JDOJLKEW,['40']
JDPCLRME,['68']
JDPFIZON,"['7', '40']"
JDRBORJS,['68']
JDWJKZQJ,['68']
JECCBRJS,['78']
JEGHPAMC,"['133', '102']"
JEHHMUDI,['15']
JEIMXHVR,"['7', '8']"
JEJNKXFE,['123']
JEKMKICI,['68']
JEKZWELW,['68']
JEMOINPL,"['108', '68']"
JEPVXQFB,['16']
JESJMKWA,['133']
JESMEAMC,"['106', '108', '133', '46', '65', '74']"
JETCBPTK,"['68', '15', '2']"
JETLDVEI,['104']
JETWLNBD,['45']
JEVMUXDO,['100']
JEYHGVOG,['133']
JFBGPKRF,['68']
JFBQOVEI,"['90', '68', '104', '102', '123']"
JFDDOVEI,"['40', '102', '104']"
JFEIEPTK,"['15', '22', '68', '2', '102']"
JFJIQPTK,"['15', '102']"
JFLGMVEI,"['68', '133', '2']"
JFLICVEI,"['90', '48']"
JFOCXNPL,"['40', '105']"
JFRZZPTK,"['15', '102', '68']"
JFSMXZQJ,['40']
JFSZTNPL,"['15', '102']"
JFTOXPLS,"['69', '48', '52', '133', '90', '100', '68', '40', '114', '2', '104', '102']"
JFVWVGCS,['3']
JFWIZFGA,['123']
JFXTJLHH,['68']
JGGTIBXG,"['32', '104']"
JGHSVMWW,['15']
JGIYFPTK,"['15', '52', '68']"
JGPXAFYS,"['40', '68']"
JGRLULHH,['68']
JGRLYZLK,"['69', '40', '52']"
JGSJXMWW,['15']
JGSNMSBA,['49']
JGVBKNQN,['15']
JHGRRMYV,['2']
JHIHIQFB,['133']
JHIWJLHH,"['78', '68']"
JHOAXPTK,"['15', '22', '68', '2', '102']"
JHOFLXDO,['47']
JHOGAMYV,['78']
JHOONBXG,"['14', '100', '48']"
JHPOSSEK,"['38', '115']"
JHQWRAMC,['133']
JHUYWVEI,"['68', '102', '2', '103']"
JHVISSBA,['102']
JICCRXHP,"['102', '52']"
JIFNKIFB,['68']
JIGFMVEI,"['133', '90']"
JITIQNPL,"['8', '15']"
JIUYKVEI,"['68', '33']"
JIVLPNOT,['123']
JIWSDIFB,['68']
JJAHWPIF,['95']
JJJQAXDO,"['116', '133']"
JJMNEMRN,"['133', '90', '68', '40', '102']"
JJPEKPKK,"['38', '133', '90', '46', '68', '67', '84', '104', '102']"
JJTNLPTK,"['68', '15', '2']"
JJXXVVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
JKACVCJH,['78']
JKCRYKRF,['68']
JKGPDLHH,['68']
JKOYZHVR,['78']
JKSMKOYV,['78']
JKTQLLHH,['68']
JKUOANQN,"['15', '68']"
JKVOLPLS,"['52', '133', '68', '40', '2', '102']"
JKWBRPTK,"['15', '102', '68', '104']"
JKYVJDSN,['133']
JKZBCUIV,"['8', '124', '5']"
JKZHCHGA,"['133', '78', '2', '97']"
JLABRNQN,"['15', '102']"
JLFULHGW,['15']
JLHDEBXG,['32']
JLKDNBQT,"['1', '78']"
JLKXEWBO,['133']
JLLSNPTK,['68']
JLLULZIE,"['40', '78']"
JLRMQBQT,['59']
JLUNGUDI,['68']
JLXDWNPL,"['45', '133', '68', '76', '102']"
JLYEQDSN,['100']
JMBPUKEW,['78']
JMMNILHH,['68']
JMPNFJVR,['40']
JMYJTPTK,['15']
JNAQVCIW,['67']
JNBTVFNJ,['52']
JNCULPTK,"['15', '102']"
JNDWLNPL,"['15', '102']"
JNEPRVEI,"['15', '2', '104']"
JNIWUFGA,"['133', '102', '52', '81']"
JNNOOKWA,['2']
JNQMCSOM,['52']
JNRFFHVR,"['7', '40']"
JNTEQMRN,['90']
JNTIADSN,['102']
JNUSLPTK,"['68', '15', '2']"
JOEFNVEI,"['40', '90']"
JOPUEJVY,"['69', '52', '133', '40', '102']"
JOSMYMYV,['68']
JOUUFKWA,"['78', '2']"
JOWICPLS,"['52', '133', '68', '40', '2', '102']"
JPBLQPTK,['68']
JPFSGFFP,"['85', '78', '68']"
JPFTXMRN,"['40', '133', '123']"
JPKWWVEI,"['40', '90']"
JPMNHPTK,"['90', '15', '68', '104']"
JPPCJLHH,"['68', '81']"
JPSKSFKM,"['7', '40']"
JPUKADFS,['68']
JPUNSVEI,"['40', '102', '68', '104']"
JPUOZMYV,"['68', '2']"
JQDGPVEI,"['48', '2']"
JQJEEHAQ,['102']
JQWRYNQN,['15']
JRBXYVEI,"['15', '68', '2', '104', '102']"
JREIJVEI,"['133', '102']"
JRFFAXDO,"['133', '2']"
JRGKHBXG,"['32', '104']"
JRHTAIQR,"['102', '97', '133', '8', '39', '120']"
JRKEXXDO,"['52', '68']"
JRKJRPLS,['68']
JRNRPPTK,"['15', '90', '68', '2', '104', '102']"
JRPFGKZB,['78']
JRPWCDSN,"['133', '100']"
JRVPYHDU,['102']
JRWSIVYK,"['137', '120']"
JRYKBBXG,"['32', '104']"
JSAVGKDQ,['69']
JSFSETFT,"['26', '38', '102', '27']"
JSGAELHH,['68']
JSHRYLHH,['133']
JSLTNHCU,"['15', '102']"
JSMAKCIW,"['67', '78', '68']"
JSYTMDSN,['2']
JTAISMRN,"['133', '48', '2']"
JTANKPKK,"['38', '133', '90', '68', '67', '102']"
JTNZLZIE,"['40', '52']"
JTSFTVEI,"['45', '40', '133']"
JTUETOIP,['78']
JTVLCEBY,"['133', '68']"
JTWIQRYK,['68']
JTYDXVEI,"['40', '133']"
JUETPAMC,"['133', '102', '3']"
JUFXETEK,"['16', '67']"
JUGSNZYO,"['45', '68']"
JULFGDAL,"['52', '32', '68', '2', '123']"
JUQCSBXG,"['32', '104']"
JUQTWQFB,"['78', '68']"
JURIYPTK,"['15', '102', '68', '104']"
JURJIUBE,['25']
JUTLDLHH,['102']
JUVENPTK,"['68', '15', '2']"
JUYMQAEM,['40']
JVACPIQR,"['102', '97', '133', '8', '39']"
JVETXTFT,"['47', '38', '102', '27']"
JVFUTVYK,['78']
JVIVDXXP,"['1', '68']"
JVLPCMYV,['68']
JVNUYFFP,"['40', '58']"
JVRGNDAL,"['133', '102', '123', '32']"
JVSNWPTK,"['15', '102', '68']"
JWAJDHDU,['67']
JWCALFGA,['100']
JWDRXPTK,"['68', '15', '102', '2']"
JWGURNPL,"['133', '102', '76']"
JWNKYBXG,['90']
JWRJQPTK,"['68', '15', '22', '2']"
JWSKCAEM,['40']
JWSMCXEV,['78']
JWSQNAMC,['102']
JWTAEIFB,['68']
JWUTPVOG,"['78', '102']"
JWYCYAMC,"['133', '100']"
JWZJQDWZ,['133']
JXAFQBXG,"['133', '15']"
JXDAJVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
JXFBFXYT,"['99', '104']"
JXFOZLBD,"['68', '2', '49']"
JXHMUPTK,"['15', '2']"
JXKLIRJS,"['1', '123']"
JXLJKLHH,['58']
JXLRGTKX,"['102', '104']"
JXRXPHIS,['78']
JXYSRHGA,"['133', '78', '2']"
JYDHRKEW,"['7', '40']"
JYHSOAEM,['40']
JYIEJVEI,['133']
JYKANKDQ,"['69', '102', '52']"
JYKWQPTK,['2']
JYKYLSBA,"['68', '133', '40', '2']"
JYRPBFGA,['133']
JZBUIPTK,['102']
JZCLXKWA,"['1', '42', '120']"
JZKDVRDX,['38']
JZMTLBLQ,['78']
JZOKELHH,['2']
JZSLVFKM,"['102', '68']"
JZVRQDAL,"['52', '123', '32']"
JZWSLNPL,"['118', '58', '76']"
KACTVVEI,"['90', '100', '40', '2', '104', '33']"
KAXFASBA,"['133', '100', '68', '40', '2']"
KBALEPTK,"['15', '102', '68']"
KBCTRKDQ,"['13', '133']"
KBEPYFFP,"['133', '45']"
KBJGALHH,"['69', '78']"
KBPUKAEM,['40']
KBYCNOYV,"['78', '102', '68']"
KBZACIFB,['68']
KBZUKXDO,"['1', '96']"
KCBIVOXJ,['133']
KCCPTIFB,['2']
KCGAGNPL,['59']
KCHOEPTK,"['15', '2']"
KCKCUTFT,"['47', '38']"
KCKGDZLK,['40']
